AAER DATABASE IDENTIFIER,COMPUSTAT IDENTIFIER,ID,CONAME_x,CIK_x,YEARA,FYR,DATE,P_AAER_x,UNDERSTATEMENT,YEAR,CONAME_y,CIK_y,QUARTER,ANNUAL,REASON,EXPLANATION,AUDIT,BRIBES,DISCLOSURE,NODATES,OTHER,REV,REC,COGS,INV,RES,DEBT,MKT_SEC,INC_EXP_SE,ASSET,PAY,LIAB,FIGURE,P_AAER_y,AAER1,AAER2,AAER3,AAER4,AAER5,AAER6,AAER7,AAER8,AAER9,AAER10,AAER11,AAER12,AAER13,AAER14,AAER15,AAER16,AAER17,AAER18,AAER19,AAER20,AAER21,AAER22,AAER23,AAER24,AAER25,AAER26,AAER27,AAER28,AAER29,AAER30,AAER31,AAER32,AAER33,AAER34,AAER35,AAER36,AAER37,AAER38,AAER39,AAER40,AAER41,AAER42,AAER43,AAER44,AAER45,AAER46,AAER47,AAER48,AAER49,TotalAAER
Alexander & Alexander Services Inc.,ALEXANDER & ALEXANDER,43,Alexander & Alexander Services Inc.,3449.0,1994.0,12.0,12/31/94,1331,0.0,1994.0,Alexander & Alexander Services Inc.,3449.0,1.0,1.0,,overstated income by investing in high-risk derivative securities an concealing losses and and gains on the books,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1331.0,1331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Alexander & Alexander Services Inc.,ALEXANDER & ALEXANDER,43,Alexander & Alexander Services Inc.,3449.0,1995.0,12.0,12/31/95,1331,0.0,1995.0,Alexander & Alexander Services Inc.,3449.0,1.0,1.0,,overstated income by investing in high-risk derivative securities an concealing losses and and gains on the books,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1331.0,1331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Sunbeam Corporation,SUNBEAM CORPORATION,1130,Sunbeam Corporation,3662.0,1996.0,12.0,12/31/96,1393,1.0,1996.0,Sunbeam Corporation,3662.0,1.0,1.0,,"Created and used improper restructuring reserves, revenue recognition , ""bill and hold"", ""channel stuffing"".",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1393.0,1707.0,1706.0,1705.0,1663.0,1623.0,1395.0,1394.0,1393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Sunbeam Corporation,SUNBEAM CORPORATION,1130,Sunbeam Corporation,3662.0,1997.0,12.0,12/31/97,1393,0.0,1997.0,Sunbeam Corporation,3662.0,1.0,1.0,,"Created and used improper restructuring reserves, revenue recognition , ""bill and hold"", ""channel stuffing"".",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1393.0,1707.0,1706.0,1705.0,1663.0,1623.0,1395.0,1394.0,1393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
"ANW, Inc.",ALLIANCE NORTHWEST INDS INC,98,"ANW, Inc.",745452.0,1990.0,12.0,12/31/90,789,0.0,1990.0,"ANW, Inc.",745452.0,1.0,1.0,,failed to file fourteen of the fifteen required filing and the 5 they filed overstated their assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,789.0,831.0,789.0,755.0,691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
"ANW, Inc.",ALLIANCE NORTHWEST INDS INC,98,"ANW, Inc.",745452.0,1991.0,12.0,12/31/91,789,0.0,1991.0,"ANW, Inc.",745452.0,1.0,1.0,,failed to file fourteen of the fifteen required filing and the 5 they filed overstated their assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,789.0,831.0,789.0,755.0,691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
"ANW, Inc.",ALLIANCE NORTHWEST INDS INC,98,"ANW, Inc.",745452.0,1992.0,12.0,12/31/92,789,0.0,1992.0,"ANW, Inc.",745452.0,1.0,1.0,,failed to file fourteen of the fifteen required filing and the 5 they filed overstated their assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,789.0,831.0,789.0,755.0,691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
"ANW, Inc.",ALLIANCE NORTHWEST INDS INC,98,"ANW, Inc.",745452.0,1993.0,12.0,12/31/93,789,0.0,1993.0,"ANW, Inc.",745452.0,1.0,1.0,,failed to file fourteen of the fifteen required filing and the 5 they filed overstated their assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,789.0,831.0,789.0,755.0,691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
"ANW, Inc.",ALLIANCE NORTHWEST INDS INC,98,"ANW, Inc.",745452.0,1994.0,12.0,12/31/94,789,0.0,1994.0,"ANW, Inc.",745452.0,1.0,1.0,,failed to file fourteen of the fifteen required filing and the 5 they filed overstated their assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,789.0,831.0,789.0,755.0,691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Alpex Computer Corp.,ALPEX COMPUTER CORP,53,Alpex Computer Corp.,4107.0,1981.0,12.0,12/31/81,27,0.0,1981.0,Alpex Computer Corp.,4107.0,1.0,1.0,,"recorded gains from sham transaction, overvalued the value of a purchase and misappropriated funds",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
American Continental Corporation (former subsidiary Lincoln Savings and Loan Association),AMERICAN CONTINENTAL CORP,67,American Continental Corporation (former subsidiary Lincoln Savings and Loan Association),314474.0,1985.0,12.0,12/31/85,541,0.0,1985.0,American Continental Corporation (former subsidiary Lincoln Savings and Loan Association),314474.0,1.0,1.0,,inappropriately recognized gains from real estate transactions falsified documents in order to issue debentures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,541.0,541.0,447.0,409.0,408.0,402.0,401.0,346.0,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
American Continental Corporation (former subsidiary Lincoln Savings and Loan Association),AMERICAN CONTINENTAL CORP,67,American Continental Corporation (former subsidiary Lincoln Savings and Loan Association),314474.0,1986.0,12.0,12/31/86,541,0.0,1986.0,American Continental Corporation (former subsidiary Lincoln Savings and Loan Association),314474.0,1.0,1.0,,inappropriately recognized gains from real estate transactions falsified documents in order to issue debentures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,541.0,541.0,447.0,409.0,408.0,402.0,401.0,346.0,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
American Continental Corporation (former subsidiary Lincoln Savings and Loan Association),AMERICAN CONTINENTAL CORP,67,American Continental Corporation (former subsidiary Lincoln Savings and Loan Association),314474.0,1987.0,12.0,12/31/87,541,0.0,1987.0,American Continental Corporation (former subsidiary Lincoln Savings and Loan Association),314474.0,1.0,1.0,,inappropriately recognized gains from real estate transactions falsified documents in order to issue debentures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,541.0,541.0,447.0,409.0,408.0,402.0,401.0,346.0,347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0
American/Davey Corporation,AMERICAN/DAVEY CORP,82,American/Davey Corporation,,1982.0,6.0,6/30/82,70,0.0,1982.0,American/Davey Corporation,,1.0,1.0,,overstated revenues and assets by imporper recording of purported sales and parts on consignment,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.0,70.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
American/Davey Corporation,AMERICAN/DAVEY CORP,82,American/Davey Corporation,,1983.0,6.0,6/30/83,70,0.0,1983.0,American/Davey Corporation,,1.0,1.0,,overstated revenues and assets by imporper recording of purported sales and parts on consignment,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.0,70.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
American Express Company,AMERICAN EXPRESS CO,69,American Express Company,4962.0,1981.0,12.0,12/31/81,452,0.0,1981.0,American Express Company,4962.0,1.0,1.0,,improper accounting for reinsurance transactions that resulted in income overstatement for 4 periods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,452.0,452.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
American Express Company,AMERICAN EXPRESS CO,69,American Express Company,4962.0,1982.0,12.0,12/31/82,452,0.0,1982.0,American Express Company,4962.0,1.0,1.0,,improper accounting for reinsurance transactions that resulted in income overstatement for 4 periods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,452.0,452.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"American International Group, Inc.",AMERICAN INTERNATIONAL GROUP,72,"American International Group, Inc.",5272.0,2000.0,12.0,12/31/00,2145,0.0,2000.0,"American International Group, Inc.",5272.0,1.0,1.0,,"did not consolidate SPE - reduced assets, liabilities and expenses related to reduction in value of the SPE assets, falsely inflated loss reserves by $500 mil, improperly converted $200 mil of underwriting losses to investment losses and failed to consolidate one of its subsidiaries' financial results",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,2145.0,2371.0,2369.0,2261.0,2145.0,2523.0,3032.0,3037.0,3062.0,3108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
"American International Group, Inc.",AMERICAN INTERNATIONAL GROUP,72,"American International Group, Inc.",5272.0,2001.0,12.0,12/31/01,2145,0.0,2001.0,"American International Group, Inc.",5272.0,1.0,1.0,,"did not consolidate SPE - reduced assets, liabilities and expenses related to reduction in value of the SPE assets, falsely inflated loss reserves by $500 mil, improperly converted $200 mil of underwriting losses to investment losses and failed to consolidate one of its subsidiaries' financial results",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,2145.0,2371.0,2369.0,2261.0,2145.0,2523.0,3032.0,3037.0,3062.0,3108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
"American International Group, Inc.",AMERICAN INTERNATIONAL GROUP,72,"American International Group, Inc.",5272.0,2002.0,12.0,12/31/02,2145,0.0,2002.0,"American International Group, Inc.",5272.0,1.0,1.0,,"did not consolidate SPE - reduced assets, liabilities and expenses related to reduction in value of the SPE assets, falsely inflated loss reserves by $500 mil, improperly converted $200 mil of underwriting losses to investment losses and failed to consolidate one of its subsidiaries' financial results",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,2145.0,2371.0,2369.0,2261.0,2145.0,2523.0,3032.0,3037.0,3062.0,3108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
"American International Group, Inc.",AMERICAN INTERNATIONAL GROUP,72,"American International Group, Inc.",5272.0,2003.0,12.0,12/31/03,2145,0.0,2003.0,"American International Group, Inc.",5272.0,1.0,1.0,,"did not consolidate SPE - reduced assets, liabilities and expenses related to reduction in value of the SPE assets, falsely inflated loss reserves by $500 mil, improperly converted $200 mil of underwriting losses to investment losses and failed to consolidate one of its subsidiaries' financial results",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,2145.0,2371.0,2369.0,2261.0,2145.0,2523.0,3032.0,3037.0,3062.0,3108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0
"American Mobile Systems, Inc.",AMERICAN MOBILE SYS,74,"American Mobile Systems, Inc.",714593.0,1989.0,6.0,6/30/89,683,0.0,1989.0,"American Mobile Systems, Inc.",714593.0,1.0,1.0,no detailed info regarding type,CEO misused company funds for personal use and the arrangement was not disclosed in MD&A related party disclosure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,683.0,747.0,687.0,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"American Mobile Systems, Inc.",AMERICAN MOBILE SYS,74,"American Mobile Systems, Inc.",714593.0,1990.0,6.0,6/30/90,683,0.0,1990.0,"American Mobile Systems, Inc.",714593.0,1.0,1.0,no detailed info regarding type,CEO misused company funds for personal use and the arrangement was not disclosed in MD&A related party disclosure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,683.0,747.0,687.0,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
"American Mobile Systems, Inc.",AMERICAN MOBILE SYS,74,"American Mobile Systems, Inc.",714593.0,1991.0,6.0,6/30/91,683,0.0,1991.0,"American Mobile Systems, Inc.",714593.0,1.0,1.0,no detailed info regarding type,CEO misused company funds for personal use and the arrangement was not disclosed in MD&A related party disclosure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,683.0,747.0,687.0,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
ASK Corporation,ASK CORPORATION,124,ASK Corporation,314202.0,1983.0,7.0,7/31/83,236,0.0,1983.0,ASK Corporation,314202.0,1.0,1.0,,inflated revenues by recognizing sales before installations were completed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,236.0,287.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
ASK Corporation,ASK CORPORATION,124,ASK Corporation,314202.0,1984.0,7.0,7/31/84,236,0.0,1984.0,ASK Corporation,314202.0,1.0,1.0,,inflated revenues by recognizing sales before installations were completed,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,236.0,287.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Analogic Corporation,ANALOGIC CORP,1493,Analogic Corporation,6284.0,2001.0,7.0,7/31/01,3784,0.0,2001.0,Analogic Corporation,6284.0,1.0,1.0,,Failed to Make and Keep Accurate Books and Records and Maintain an Adequate Internal Accounting Control System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3784.0,3784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Analogic Corporation,ANALOGIC CORP,1493,Analogic Corporation,6284.0,2002.0,7.0,7/31/02,3784,0.0,2002.0,Analogic Corporation,6284.0,1.0,1.0,,Failed to Make and Keep Accurate Books and Records and Maintain an Adequate Internal Accounting Control System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3784.0,3784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Analogic Corporation,ANALOGIC CORP,1493,Analogic Corporation,6284.0,2003.0,7.0,7/31/03,3784,0.0,2003.0,Analogic Corporation,6284.0,1.0,1.0,,Failed to Make and Keep Accurate Books and Records and Maintain an Adequate Internal Accounting Control System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3784.0,3784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Analogic Corporation,ANALOGIC CORP,1493,Analogic Corporation,6284.0,2004.0,7.0,7/31/04,3784,0.0,2004.0,Analogic Corporation,6284.0,1.0,1.0,,Failed to Make and Keep Accurate Books and Records and Maintain an Adequate Internal Accounting Control System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3784.0,3784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Analogic Corporation,ANALOGIC CORP,1493,Analogic Corporation,6284.0,2005.0,7.0,7/31/05,3784,0.0,2005.0,Analogic Corporation,6284.0,1.0,1.0,,Failed to Make and Keep Accurate Books and Records and Maintain an Adequate Internal Accounting Control System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3784.0,3784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Analogic Corporation,ANALOGIC CORP,1493,Analogic Corporation,6284.0,2006.0,7.0,7/31/06,3784,0.0,2006.0,Analogic Corporation,6284.0,1.0,1.0,,Failed to Make and Keep Accurate Books and Records and Maintain an Adequate Internal Accounting Control System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3784.0,3784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Analogic Corporation,ANALOGIC CORP,1493,Analogic Corporation,6284.0,2007.0,7.0,7/31/07,3784,0.0,2007.0,Analogic Corporation,6284.0,1.0,1.0,,Failed to Make and Keep Accurate Books and Records and Maintain an Adequate Internal Accounting Control System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3784.0,3784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Analogic Corporation,ANALOGIC CORP,1493,Analogic Corporation,6284.0,2008.0,7.0,7/31/08,3784,0.0,2008.0,Analogic Corporation,6284.0,1.0,1.0,,Failed to Make and Keep Accurate Books and Records and Maintain an Adequate Internal Accounting Control System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3784.0,3784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Analogic Corporation,ANALOGIC CORP,1493,Analogic Corporation,6284.0,2009.0,7.0,7/31/09,3784,0.0,2009.0,Analogic Corporation,6284.0,1.0,1.0,,Failed to Make and Keep Accurate Books and Records and Maintain an Adequate Internal Accounting Control System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3784.0,3784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Analogic Corporation,ANALOGIC CORP,1493,Analogic Corporation,6284.0,2010.0,7.0,7/31/10,3784,0.0,2010.0,Analogic Corporation,6284.0,1.0,1.0,,Failed to Make and Keep Accurate Books and Records and Maintain an Adequate Internal Accounting Control System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3784.0,3784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
